latitude,longitude,elevation,speed_measured,timestamp,discipline_from_name,tf_id
46.4992935,8.3027586,1355.12,28.9,20240127T120258300000,XC,11783
46.4992944,8.3027688,1355.061,28.8,20240127T120258400000,XC,11783
46.4992957,8.3027793,1355.047,29.3,20240127T120258500000,XC,11783
46.4992973,8.3027895,1355.082,29.1,20240127T120258600000,XC,11783
46.4992982,8.3027995,1355.142,28.6,20240127T120258700000,XC,11783
46.4992989,8.3028088,1355.344,26.9,20240127T120258800000,XC,11783
46.4993,8.3028182,1355.43,26.7,20240127T120258900000,XC,11783
46.4993008,8.3028277,1355.475,26.6,20240127T120259000000,XC,11783
46.4993024,8.3028372,1355.532,26.8,20240127T120259100000,XC,11783
46.4993037,8.3028471,1355.499,27.5,20240127T120259200000,XC,11783
46.4993053,8.3028573,1355.587,28.3,20240127T120259300000,XC,11783
46.4993063,8.3028672,1355.701,28.2,20240127T120259400000,XC,11783
46.4993068,8.3028773,1355.782,28.2,20240127T120259500000,XC,11783
46.4993079,8.3028881,1355.809,29.3,20240127T120259600000,XC,11783
46.4993085,8.302899,1355.697,30.1,20240127T120259700000,XC,11783
46.4993096,8.3029096,1355.652,29.9,20240127T120259800000,XC,11783
46.4993117,8.30292,1355.547,30.0,20240127T120259900000,XC,11783
46.4993141,8.3029303,1355.569,29.8,20240127T120300000000,XC,11783
46.4993164,8.30294,1355.588,29.0,20240127T120300100000,XC,11783
46.4993185,8.3029499,1355.653,29.0,20240127T120300200000,XC,11783
46.4993197,8.3029592,1355.634,27.7,20240127T120300300000,XC,11783
46.4993223,8.3029684,1355.593,27.5,20240127T120300400000,XC,11783
46.4993251,8.3029779,1355.548,28.1,20240127T120300500000,XC,11783
46.4993272,8.3029872,1355.429,27.8,20240127T120300600000,XC,11783
46.4993291,8.3029973,1355.435,28.9,20240127T120300700000,XC,11783
46.4993299,8.3030078,1355.427,29.4,20240127T120300800000,XC,11783
46.499331,8.3030184,1355.504,29.8,20240127T120300900000,XC,11783
46.4993322,8.303028,1355.54,28.3,20240127T120301000000,XC,11783
46.4993341,8.3030384,1355.61,29.4,20240127T120301100000,XC,11783
46.4993361,8.3030486,1355.57,29.4,20240127T120301200000,XC,11783
46.4993384,8.3030586,1355.532,29.3,20240127T120301300000,XC,11783
46.4993409,8.3030687,1355.422,29.7,20240127T120301400000,XC,11783
46.4993437,8.3030787,1355.462,29.8,20240127T120301500000,XC,11783
46.4993468,8.3030881,1355.584,29.2,20240127T120301600000,XC,11783
46.4993498,8.3030976,1355.637,28.9,20240127T120301700000,XC,11783
46.4993515,8.303107,1355.655,28.1,20240127T120301800000,XC,11783
46.4993538,8.3031161,1355.73,27.5,20240127T120301900000,XC,11783
46.4993554,8.3031256,1355.603,27.6,20240127T120302000000,XC,11783
46.499358,8.3031353,1355.508,28.5,20240127T120302100000,XC,11783
46.4993602,8.3031446,1355.468,28.1,20240127T120302200000,XC,11783
46.4993622,8.3031546,1355.575,28.9,20240127T120302300000,XC,11783
46.4993643,8.3031646,1355.745,29.0,20240127T120302400000,XC,11783
46.4993651,8.3031745,1355.799,28.3,20240127T120302500000,XC,11783
46.499367,8.3031848,1355.873,29.1,20240127T120302600000,XC,11783
46.4993683,8.3031946,1355.832,28.5,20240127T120302700000,XC,11783
46.4993711,8.3032043,1355.812,29.0,20240127T120302800000,XC,11783
46.4993733,8.3032142,1355.681,29.2,20240127T120302900000,XC,11783
46.4993759,8.3032241,1355.663,29.2,20240127T120303000000,XC,11783
46.4993787,8.3032337,1355.701,29.1,20240127T120303100000,XC,11783
46.4993811,8.3032427,1355.835,27.8,20240127T120303200000,XC,11783
46.499384,8.3032519,1355.919,28.0,20240127T120303300000,XC,11783
46.4993859,8.3032608,1355.898,27.2,20240127T120303400000,XC,11783
46.4993886,8.3032695,1355.983,26.8,20240127T120303500000,XC,11783
46.4993908,8.3032787,1355.979,27.1,20240127T120303600000,XC,11783
46.4993933,8.3032878,1355.943,27.3,20240127T120303700000,XC,11783
46.4993964,8.3032973,1356.027,28.3,20240127T120303800000,XC,11783
46.4993991,8.3033067,1356.211,28.3,20240127T120303900000,XC,11783
46.4994019,8.3033159,1356.275,28.0,20240127T120304000000,XC,11783
46.4994041,8.3033254,1356.348,28.1,20240127T120304100000,XC,11783
46.499406,8.303335,1356.394,28.1,20240127T120304200000,XC,11783
46.4994083,8.3033447,1356.346,28.3,20240127T120304300000,XC,11783
46.4994108,8.3033544,1356.185,28.5,20240127T120304400000,XC,11783
46.4994137,8.3033639,1356.223,28.5,20240127T120304500000,XC,11783
46.4994173,8.3033736,1356.137,29.1,20240127T120304600000,XC,11783
46.4994205,8.3033826,1356.238,28.4,20240127T120304700000,XC,11783
46.4994238,8.3033918,1356.347,28.6,20240127T120304800000,XC,11783
